Page Popularity/likes,Page Checkins,Page talking about,Page Category,CC1,CC2,CC3,CC4,CC5,Base time,Post length,Post Share Count,Post Promotion Status,H Local,PostSun,PostMon,PostTue,PostWed,PostThu,PostFri,PostSat,BaseSun,BaseMon,BaseTue,BaseWed,BasedThu,BaseFri,BaseSat,Target Variable
634995,0,463,1,0,0,0,0,0,62,125,2,0,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,6,172,2,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,3,0,3,3,-3,34,153,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,2,2,0,2,2,13,127,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,2,0,0,2,0,58,77,4,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,3,196,2,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,57,67,5,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,63,209,1,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,7,1,6,7,-5,29,76,1,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
634995,0,463,1,6,0,6,6,-6,42,158,5,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,1,1,0,1,1,15,130,3,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,0,0,0,0,0,33,134,1,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,10,0,10,10,-10,48,113,33,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,71,184,4,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,71,133,2,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
634995,0,463,1,7,0,0,7,0,70,126,1,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
634995,0,463,1,4,0,4,4,-4,34,130,1,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
634995,0,463,1,5,1,4,4,-3,37,106,2,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,3,2,1,0,1,60,138,3,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
634995,0,463,1,6,6,0,6,6,11,121,1,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
634995,0,463,1,0,0,0,0,0,66,0,3,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
634995,0,463,1,4,4,0,4,4,5,152,1,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
634995,0,463,1,6,0,6,6,-6,37,157,1,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
634995,0,463,1,11,3,8,9,-5,41,141,4,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,14,8,6,10,2,40,138,4,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,6,0,6,6,-6,44,70,2,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
634995,0,463,1,3,2,1,3,1,25,170,3,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,84,8,76,77,-68,42,172,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
634995,0,463,1,0,0,0,0,0,25,147,5,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,1,0,0,1,0,68,96,1,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
634995,0,463,1,1,0,0,1,0,53,81,3,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
634995,0,463,1,1,1,0,0,1,42,210,1,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,48,49,2,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,6,1,0,5,1,67,118,6,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,11,8,3,4,5,43,144,21,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9
634995,0,463,1,0,0,0,0,0,6,79,1,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
634995,0,463,1,1,0,1,1,-1,38,136,3,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,0,0,0,0,0,33,150,1,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,0,0,0,0,0,33,195,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,2,1,1,2,0,40,51,3,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,0,0,0,0,0,0,127,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
634995,0,463,1,6,6,0,6,6,1,114,3,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
634995,0,463,1,0,0,0,0,0,22,115,2,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
634995,0,463,1,2,0,2,2,-2,50,34,2,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,0,0,0,0,0,56,107,4,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,21,21,0,21,21,9,75,3,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
634995,0,463,1,1,0,1,1,-1,38,203,2,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,806,806,0,806,806,18,66,33,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,342
634995,0,463,1,2,1,0,1,1,59,100,4,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
634995,0,463,1,2,1,1,1,0,34,110,1,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,103,5,33,86,-28,64,36,18,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,1,0,0,1,0,63,89,1,0,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,1,1,0,1,1,4,74,2,0,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
634995,0,463,1,0,0,0,0,0,46,182,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,2,0,0,2,0,55,108,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,2,1,1,2,0,36,86,3,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,3,3,0,3,3,18,209,2,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
634995,0,463,1,1,1,0,1,1,10,106,2,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
634995,0,463,1,0,0,0,0,0,23,57,3,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,0,0,0,0,0,33,166,2,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,0,0,0,0,0,22,132,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,24,133,2,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
634995,0,463,1,7,7,0,7,7,21,131,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
634995,0,463,1,1,0,1,1,-1,48,142,5,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,0,0,0,0,0,29,166,1,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,0,0,0,0,0,23,145,2,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,1,1,0,1,1,17,157,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,31,177,5,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
634995,0,463,1,0,0,0,0,0,35,126,1,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,40,188,1,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,1,0,1,1,-1,40,172,4,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,3,1,2,3,-1,32,157,4,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,1,0,1,1,-1,54,126,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,55,103,1,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,3,0,3,3,-3,37,158,4,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,3,0,3,2,-3,57,151,2,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,21,133,1,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,1,0,0,1,0,66,137,2,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,14,106,2,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
634995,0,463,1,0,0,0,0,0,62,149,1,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,80,21,59,74,-38,43,135,19,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
634995,0,463,1,6,6,0,6,6,15,64,1,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,0,0,0,0,0,68,111,4,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,0,0,0,0,0,42,156,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,0,0,0,0,0,71,199,1,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
634995,0,463,1,6,0,1,6,-1,67,300,2,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
634995,0,463,1,28,4,24,25,-20,44,96,1,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
634995,0,463,1,3,0,1,3,-1,61,67,1,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,2,0,0,2,0,59,0,1,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
634995,0,463,1,2,0,2,2,-2,29,168,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
634995,0,463,1,11,11,0,11,11,10,84,2,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
634995,0,463,1,2,0,0,2,0,63,116,4,0,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,25,64,2,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,2,0,2,2,-2,29,133,4,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,32,186,3,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,21,205,1,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,62,210,28,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,11,1,2,8,-1,65,114,13,0,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,1,0,1,1,-1,28,142,5,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,2,2,0,2,2,6,123,17,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,1,1,0,0,1,53,68,2,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,2,133,3,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
634995,0,463,1,19,0,2,18,-2,67,100,1,0,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,0,0,0,0,0,39,104,2,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,0,0,0,0,0,44,110,1,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,36,11,25,33,-14,42,101,14,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
634995,0,463,1,0,0,0,0,0,49,121,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,3,0,0,3,0,53,144,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,0,0,0,0,0,44,168,2,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,2,0,2,2,-2,35,143,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,5,5,0,5,5,16,91,13,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
634995,0,463,1,1,1,0,0,1,27,52,7,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
634995,0,463,1,5,0,4,2,-4,56,202,30,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,0,0,0,0,0,11,83,3,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,24,94,1,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,0,0,0,0,0,50,72,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,2,0,0,2,0,65,132,3,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,25,196,4,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,2,0,1,2,-1,52,63,4,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
634995,0,463,1,0,0,0,0,0,25,115,2,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
634995,0,463,1,70,27,43,65,-16,32,197,37,0,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
634995,0,463,1,0,0,0,0,0,17,211,12,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16
634995,0,463,1,17,17,0,17,17,17,116,3,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
634995,0,463,1,1,1,0,1,1,7,199,2,0,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
634995,0,463,1,1,1,0,1,1,23,65,2,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,4,1,3,4,-2,34,68,15,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
634995,0,463,1,2,2,0,2,2,14,129,12,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,1,0,1,0,-1,69,174,1,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
634995,0,463,1,1,0,0,1,0,57,211,1,0,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
634995,0,463,1,1,0,1,1,-1,26,98,2,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
634995,0,463,1,1,0,0,1,0,53,165,2,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
634995,0,463,1,1,0,1,1,-1,47,215,2,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,16,226,23,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6
634995,0,463,1,0,0,0,0,0,43,203,2,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,0,0,0,0,0,51,125,2,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,0,0,0,0,0,22,172,2,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,3,3,0,3,3,7,153,1,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,2,0,2,2,-2,41,127,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
634995,0,463,1,0,0,0,0,0,1,77,4,0,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
634995,0,463,1,0,0,0,0,0,52,196,2,0,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,63,67,5,0,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
634995,0,463,1,0,0,0,0,0,25,209,1,0,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
634995,0,463,1,3,3,0,3,3,3,76,1,0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4
634995,0,463,1,6,6,0,6,6,17,158,5,0,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,1,0,1,1,-1,36,130,3,0,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,0,0,0,0,0,59,134,1,0,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,10,10,0,10,10,23,113,33,0,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
634995,0,463,1,0,0,0,0,0,50,184,4,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
634995,0,463,1,0,0,0,0,0,2,133,2,0,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
634995,0,463,1,7,0,1,7,-1,64,126,1,0,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
634995,0,463,1,5,1,0,4,1,52,106,2,0,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
634995,0,463,1,0,0,0,0,0,3,138,3,0,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
634995,0,463,1,9,2,1,7,1,54,121,1,0,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,0,0,0,0,0,26,0,3,0,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
634995,0,463,1,6,1,5,6,-4,33,152,1,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
